id,path,label,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,rank_oof,rank_v2_add,is_oof_top100,is_v2_add_top100
train_00308,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00308.jpg,1,3,0.01656481623649597,0,0.983435183763504,0.0,0.0010429822111549,126,727,False,False
train_00309,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00309.jpg,1,2,0.8551154136657715,1,0.14488458633422852,0.0,0.0010391805323604,543,729,False,False
train_00310,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00310.jpg,1,2,0.7705938816070557,1,0.22940611839294434,0.0,0.0008387570639329,495,761,False,False
train_00311,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00311.jpg,1,3,0.9882946014404297,1,0.011705398559570312,0.0,0.0001081907893399,842,1019,False,False
train_00312,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00312.jpg,1,0,0.09412113577127457,0,0.9058788642287254,0.0,0.0017577895581253,220,642,False,False
train_00313,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00313.jpg,1,0,0.9722571969032288,1,0.02774280309677124,0.5625,0.0001120513771034,757,1013,False,False
train_00314,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00314.jpg,0,2,0.9313602447509766,1,0.9313602447509766,0.0,0.0,191,1343,False,False
train_00315,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00315.jpg,0,1,0.18560877442359924,0,0.18560877442359924,0.0,0.0402973370710151,515,306,False,False
train_00316,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00316.jpg,0,1,0.016217898577451706,0,0.016217898577451706,0.0,0.0015126669212865,808,659,False,False
train_00317,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00317.jpg,1,3,0.7336314916610718,1,0.2663685083389282,0.0,0.0290201244209714,474,361,False,False
train_00318,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00318.jpg,0,1,0.0023532642517238855,0,0.0023532642517238855,0.0625,5.268114699769086e-07,1017,1278,False,False
train_00319,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00319.jpg,0,0,0.04341212287545204,0,0.04341212287545204,0.0,0.0107574088797268,700,435,False,False
train_00320,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00320.jpg,0,2,4.883700967184268e-05,0,4.883700967184268e-05,0.0,2.415816933100199e-05,1256,1131,False,False
train_00321,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00321.jpg,0,1,0.009764445945620537,0,0.009764445945620537,0.0,0.0400160367146435,859,334,False,False
train_00322,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00322.jpg,1,3,3.632091102190316e-05,0,0.9999636790889781,0.0,0.0019792859132344,14,624,True,False
train_00323,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00323.jpg,0,4,0.6937615275382996,1,0.6937615275382996,0.0,1.052564030089117e-06,304,1261,False,False
train_00324,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00324.jpg,0,2,0.5654557347297668,1,0.5654557347297668,0.0,4.529474795234023e-10,358,1331,False,False
train_00325,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00325.jpg,1,3,0.7461271286010742,1,0.2538728713989258,0.0,0.0070097284826697,481,478,False,False
train_00326,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00326.jpg,0,3,2.9281014235493785e-07,0,2.9281014235493785e-07,0.0,0.0009994097772378,1341,736,False,False
train_00327,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00327.jpg,1,1,0.06139837205410004,0,0.9386016279459,0.0,0.0005167160942262,187,820,False,False
train_00328,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00328.jpg,1,4,0.448225200176239,0,0.551774799823761,0.0,0.0083966849629863,365,460,False,False
train_00329,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00329.jpg,0,0,0.6120274066925049,1,0.6120274066925049,0.0,0.2708581132765574,343,77,False,True
train_00330,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00330.jpg,0,0,1.5377203453681432e-05,0,1.5377203453681432e-05,0.0,1.7243574581015698e-06,1293,1245,False,False
train_00331,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00331.jpg,0,4,0.18267220258712769,0,0.18267220258712769,0.0,0.0100755297919186,516,441,False,False
train_00332,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00332.jpg,0,0,0.5076320171356201,1,0.5076320171356201,0.0,0.0112371083753959,379,428,False,False
train_00333,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00333.jpg,0,0,0.0034489098470658064,0,0.0034489098470658064,0.0,0.0001375826891398,974,991,False,False
train_00334,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00334.jpg,0,0,0.9150362014770508,1,0.9150362014770508,0.0,0.0449643755984284,210,238,False,False
train_00335,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00335.jpg,0,3,0.041602279990911484,0,0.041602279990911484,0.0,7.919599576221181e-05,704,1044,False,False
train_00336,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00336.jpg,1,1,0.9944438338279724,1,0.005556166172027588,0.0,0.0003814117762563,928,869,False,False
train_00337,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00337.jpg,0,2,0.6914522051811218,1,0.6914522051811218,0.0,0.0004745086950384,305,833,False,False
train_00338,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00338.jpg,0,4,0.03994058445096016,0,0.03994058445096016,0.0,0.0408812513513098,710,287,False,False
train_00339,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00339.jpg,1,0,0.9973245859146118,1,0.0026754140853881836,0.0,0.0003294175013488,1005,889,False,False
train_00340,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00340.jpg,0,2,0.4895099997520447,0,0.4895099997520447,0.0,2.4419769066899515e-06,388,1239,False,False
train_00341,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00341.jpg,1,4,0.9787429571151733,1,0.02125704288482666,0.5625,0.0061098307607484,773,493,False,False
train_00342,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00342.jpg,1,0,0.0017866420093923807,0,0.9982133579906076,0.0,0.0004234844957017,54,853,True,False
train_00343,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00343.jpg,1,3,0.5267977714538574,1,0.4732022285461426,0.0,0.0709594465828844,395,180,False,False
train_00344,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00344.jpg,0,0,0.0031575809698551893,0,0.0031575809698551893,0.0,0.0003258763362508,983,890,False,False
train_00345,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00345.jpg,1,0,0.6426446437835693,1,0.35735535621643066,0.0,0.1278540907997221,430,129,False,False
train_00346,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00346.jpg,0,0,0.0011480171233415604,0,0.0011480171233415604,0.5625,0.0453574682468575,1086,235,False,False
train_00347,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00347.jpg,1,4,0.9973984956741333,1,0.0026015043258666992,0.0,0.0003510607091338,1008,884,False,False
train_00348,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00348.jpg,0,1,0.048952616751194,0,0.048952616751194,1.0,4.496483279764563e-05,685,1090,False,False
train_00349,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00349.jpg,0,1,0.29862096905708313,0,0.29862096905708313,0.0,0.0001455136544825,457,984,False,False
train_00350,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00350.jpg,0,0,0.49218979477882385,0,0.49218979477882385,0.0,3.369214964669843e-05,386,1113,False,False
train_00351,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00351.jpg,0,2,0.04637034237384796,0,0.04637034237384796,0.0,7.791125744560642e-10,694,1328,False,False
train_00352,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00352.jpg,0,1,0.001105765113607049,0,0.001105765113607049,0.0,0.000360340812248,1089,880,False,False
train_00353,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00353.jpg,1,2,7.152712555580365e-07,0,0.9999992847287444,0.0,0.002969372513487,2,564,True,False
train_00354,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00354.jpg,1,4,0.9958623647689819,1,0.004137635231018066,0.0,0.0010405431124635,960,728,False,False
train_00355,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00355.jpg,0,2,0.006988209206610918,0,0.006988209206610918,0.0,0.0403454872175197,898,304,False,False
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,1,7.41639596526511e-05,0,0.9999258360403473,0.0,0.0536368047291265,19,216,True,False
train_00357,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00357.jpg,0,3,0.00016627485456410795,0,0.00016627485456410795,0.0,4.077933389460891e-05,1211,1095,False,False
train_00358,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00358.jpg,0,1,0.6335148215293884,1,0.6335148215293884,0.0,0.0376995590536896,327,350,False,False
train_00359,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00359.jpg,1,2,0.00953154731541872,0,0.9904684526845813,0.0,0.1638174867004145,107,111,False,False
train_00360,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00360.jpg,0,0,1.6101236610666092e-07,0,1.6101236610666092e-07,0.0,3.5780773533313805e-07,1345,1287,False,False
train_00361,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00361.jpg,0,4,0.0026909946464002132,0,0.0026909946464002132,0.0,6.946649702972355e-07,1004,1273,False,False
train_00362,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00362.jpg,0,1,0.35183727741241455,0,0.35183727741241455,0.0,2.451660378867076e-06,434,1238,False,False
train_00363,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00363.jpg,1,4,0.11059913039207458,0,0.8894008696079254,0.0,0.0599177890637947,230,198,False,False
train_00364,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00364.jpg,0,0,0.00012505112681537867,0,0.00012505112681537867,0.0,0.040016084712506,1228,333,False,False
train_00365,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00365.jpg,0,2,0.10158700495958328,0,0.10158700495958328,0.0,0.0,590,1344,False,False
train_00366,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00366.jpg,0,0,0.039406441152095795,0,0.039406441152095795,0.0,0.000415584628866,714,857,False,False
train_00367,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00367.jpg,0,3,0.475985050201416,0,0.475985050201416,0.0,0.00043394161598,394,847,False,False
train_00368,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00368.jpg,0,2,0.9544438719749451,1,0.9544438719749451,0.0,1.753130255306083e-05,165,1148,False,False
train_00369,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00369.jpg,0,1,0.011736888438463211,0,0.011736888438463211,0.0,3.97127230889264e-05,841,1099,False,False
train_00370,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00370.jpg,0,0,0.0008963763248175383,0,0.0008963763248175383,0.0,0.0008756406700935,1107,754,False,False
train_00371,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00371.jpg,0,3,0.007940413430333138,0,0.007940413430333138,0.0,0.0016482731588382,882,649,False,False
train_00372,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00372.jpg,1,4,0.040437545627355576,0,0.9595624543726444,0.0,0.0086047581213847,159,457,False,False
train_00373,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00373.jpg,1,0,0.8011810779571533,1,0.19881892204284668,0.0,0.0011930990723164,512,696,False,False
train_00374,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00374.jpg,1,2,0.1358259618282318,0,0.8641740381717682,0.0,0.0022892674107502,244,602,False,False
train_00375,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00375.jpg,0,1,1.3479732842824887e-05,0,1.3479732842824887e-05,0.0,1.3054979817510214e-05,1297,1166,False,False
train_00376,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00376.jpg,0,4,1.436947769661856e-07,0,1.436947769661856e-07,0.0,0.0449697274318794,1346,237,False,False
train_00377,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00377.jpg,1,2,0.08068931847810745,0,0.9193106815218925,0.0,0.0453589006299637,206,234,False,False
train_00378,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00378.jpg,0,0,0.9973924160003662,1,0.9973924160003662,0.0,1.0418070362330273e-08,64,1317,True,False
train_00379,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00379.jpg,0,3,0.17901799082756042,0,0.17901799082756042,0.0,0.2516191800583853,519,81,False,True
train_00380,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00380.jpg,1,2,0.998664140701294,1,0.0013358592987060547,0.0,0.0418451582887483,1070,269,False,False
train_00381,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00381.jpg,1,2,0.999652624130249,1,0.00034737586975097656,0.0,0.0017975103204768,1172,636,False,False
train_00382,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00382.jpg,1,2,0.4342580735683441,0,0.5657419264316559,0.0,0.0027471129047134,357,578,False,False
train_00383,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00383.jpg,1,4,0.02362537756562233,0,0.9763746224343777,0.0,0.0220645353150274,135,378,False,False
train_00384,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00384.jpg,0,1,0.9569298624992371,1,0.9569298624992371,0.0,0.3911436502129207,163,61,False,True
train_00385,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00385.jpg,0,1,0.003826400963589549,0,0.003826400963589549,0.0,0.5499162270523426,967,53,False,True
train_00386,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00386.jpg,1,0,0.9992658495903015,1,0.0007341504096984863,0.0,0.0016612376675569,1123,647,False,False
train_00387,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00387.jpg,0,1,8.176206756616011e-05,0,8.176206756616011e-05,0.0,0.0011405354599744,1244,711,False,False
train_00388,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00388.jpg,0,4,0.00014157257101032883,0,0.00014157257101032883,0.0,0.0002811218899416,1220,908,False,False
train_00389,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00389.jpg,1,0,0.026135053485631943,0,0.9738649465143681,0.0,0.9993930623781152,139,2,False,True
train_00390,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00390.jpg,0,0,0.009504646994173527,0,0.009504646994173527,0.0,0.0001582141797276,864,975,False,False
train_00391,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00391.jpg,1,4,0.9718751311302185,1,0.028124868869781494,0.0,0.0280332773847928,755,364,False,False
train_00392,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00392.jpg,0,2,0.006394040770828724,0,0.006394040770828724,0.0,0.0409174902227267,911,285,False,False
train_00393,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00393.jpg,0,1,0.9805811643600464,1,0.9805811643600464,0.0,1.1962134738139029e-06,131,1259,False,False
train_00394,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00394.jpg,0,2,0.9949913620948792,1,0.9949913620948792,0.0,6.983277283921097e-05,82,1055,True,False
train_00395,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00395.jpg,1,2,0.0004519874637480825,0,0.9995480125362519,0.0,0.1351671154474843,35,124,True,False
train_00396,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00396.jpg,1,0,0.9842938780784607,1,0.015706121921539307,0.0,0.0011280849676637,812,713,False,False
train_00397,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00397.jpg,1,1,0.5173795819282532,1,0.4826204180717468,0.0,1.3867234680442656e-05,391,1160,False,False
train_00398,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00398.jpg,0,4,0.054760370403528214,0,0.054760370403528214,0.0,0.1357342369054301,671,123,False,False
train_00399,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00399.jpg,0,2,0.0009712803876027465,0,0.0009712803876027465,0.0,5.116777580908903e-06,1102,1213,False,False
train_00400,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00400.jpg,0,0,2.75944057648303e-06,0,2.75944057648303e-06,0.0,0.0002303908944329,1329,940,False,False
train_00401,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00401.jpg,1,4,0.9997873902320862,1,0.00021260976791381836,1.0,0.00121330281871,1194,693,False,False
train_00402,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00402.jpg,1,4,0.9988810420036316,1,0.0011189579963684082,0.0,4.627429322808397e-05,1088,1087,False,False
train_00403,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00403.jpg,1,1,0.07542005181312561,0,0.9245799481868744,0.5625,0.1018471985426803,200,145,False,False
train_00404,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00404.jpg,0,3,0.0005975281237624586,0,0.0005975281237624586,0.0,3.4964833899779047e-06,1135,1225,False,False
train_00405,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00405.jpg,1,1,0.9860536456108093,1,0.013946354389190674,0.0,0.0003456180268522,819,886,False,False
train_00406,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00406.jpg,0,0,0.060244690626859665,0,0.060244690626859665,0.0,1.4077289015858532e-05,656,1159,False,False
train_00407,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00407.jpg,1,0,0.007706005591899157,0,0.9922939944081008,0.0,0.0049152381340526,97,510,True,False
train_00408,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00408.jpg,0,4,0.32067209482192993,0,0.32067209482192993,1.0,0.089580402317891,443,154,False,False
train_00409,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00409.jpg,1,1,0.9800558686256409,1,0.01994413137435913,0.0,0.1674505247145249,785,107,False,False
train_00410,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00410.jpg,0,0,0.13247689604759216,0,0.13247689604759216,0.0,1.2199627987408846e-07,557,1300,False,False
train_00411,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00411.jpg,0,3,0.4253644645214081,0,0.4253644645214081,0.0,0.00068056669029,408,790,False,False
train_00412,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00412.jpg,0,1,0.00014988271868787706,0,0.00014988271868787706,0.0,6.230845750869931e-07,1217,1275,False,False
train_00413,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00413.jpg,0,4,0.030464256182312965,0,0.030464256182312965,0.0,0.0400320760684936,744,329,False,False
train_00414,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00414.jpg,1,3,0.9664907455444336,1,0.033509254455566406,0.0,0.0022869311224038,729,604,False,False
train_00415,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00415.jpg,0,0,0.5400069952011108,1,0.5400069952011108,0.0,0.0012221621922143,368,689,False,False
train_00416,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00416.jpg,0,2,4.693801747635007e-05,0,4.693801747635007e-05,0.25,4.031094899766235e-05,1260,1096,False,False
train_00417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00417.jpg,1,2,7.55611399654299e-05,0,0.9999244388600346,0.0,0.0273073948431719,20,365,True,False
train_00418,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00418.jpg,0,2,0.552066445350647,1,0.552066445350647,0.0,0.1861438856161749,364,99,False,True
train_00419,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00419.jpg,0,2,3.7203683405095944e-06,0,3.7203683405095944e-06,1.0,0.0002773062354523,1318,910,False,False
train_00420,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00420.jpg,0,0,1.0363458979867346e-09,0,1.0363458979867346e-09,1.0,1.1303630721997053e-06,1363,1260,False,False
train_00421,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00421.jpg,0,2,0.0002520540147088468,0,0.0002520540147088468,0.0,0.0001418032726883,1187,985,False,False
train_00422,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00422.jpg,0,4,0.002350469119846821,0,0.002350469119846821,0.0,0.0400550155088013,1018,325,False,False
train_00423,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00423.jpg,1,2,0.6555742025375366,1,0.3444257974624634,0.0,0.0,436,1345,False,False
train_00424,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00424.jpg,1,1,0.0057092574425041676,0,0.9942907425574958,0.0,0.0916204965228699,88,151,True,False
train_00425,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00425.jpg,0,1,0.006871712859719992,0,0.006871712859719992,0.0,0.0006899129511899,901,788,False,False
train_00426,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00426.jpg,0,2,0.7432928681373596,1,0.7432928681373596,0.0,0.0012457633784153,288,684,False,False
train_00427,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00427.jpg,0,3,0.5254124999046326,1,0.5254124999046326,0.0,0.0005339474286623,373,819,False,False
train_00428,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00428.jpg,0,3,0.00859471969306469,0,0.00859471969306469,0.0,0.0007434148273205,872,774,False,False
train_00429,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00429.jpg,0,1,3.991881385445595e-06,0,3.991881385445595e-06,1.0,0.000481074616073,1314,832,False,False
train_00430,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00430.jpg,0,0,0.06983350962400436,0,0.06983350962400436,0.0,0.0001869749591928,634,956,False,False
train_00431,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00431.jpg,0,3,0.08163847774267197,0,0.08163847774267197,0.0,0.0003967582184998,614,863,False,False
train_00432,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00432.jpg,1,0,0.3990883231163025,0,0.6009116768836975,0.0,0.0028817788542085,349,569,False,False
train_00433,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00433.jpg,1,4,0.9808076024055481,1,0.019192397594451904,0.0,0.0052164129364429,790,504,False,False
train_00434,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00434.jpg,0,4,0.928689181804657,1,0.928689181804657,0.0,0.0054196082027687,194,501,False,False
train_00435,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00435.jpg,1,4,0.0022998214699327946,0,0.9977001785300672,0.5625,0.1668024085801977,60,108,True,False
train_00436,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00436.jpg,0,0,0.0001586548169143498,0,0.0001586548169143498,0.0,0.0003835066873178,1213,866,False,False
train_00437,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00437.jpg,0,0,0.27405914664268494,0,0.27405914664268494,0.0,0.0400001347643168,471,345,False,False
train_00438,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00438.jpg,1,4,0.0006709916633553803,0,0.9993290083366446,0.0,0.0019143847926508,40,627,True,False
train_00439,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00439.jpg,1,1,0.9999665021896362,1,3.349781036376953e-05,0.5625,0.0003171484032662,1270,893,False,False
train_00440,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00440.jpg,0,2,0.04752150550484657,0,0.04752150550484657,0.0,0.0061070569883791,691,494,False,False
train_00441,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00441.jpg,1,3,0.9949570298194885,1,0.005042970180511475,0.0,0.0005526951933293,939,818,False,False
