id,path,label,pred_label,pred_clean,pred_dusty,confidence,embedding_row,nearest_id,nearest_cos_sim,resnet18_dup_score,phash_dup_score,phash_nearest_id,nearest_phash_dist,dup_score,dup_source,effective_nearest_id,nearest_label,label_conflict,mean_cos,centroid_cos,density_rank,centroid_rank,ood_score_raw,ood_score,disagreement,mislabel_score
train_00233,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00233.jpg,0,0,0.9977729916572571,0.0022269885521382093,0.9955460429191589,233,train_00059,0.93696445,0.0,0.0,train_00920,18.0,0.0,none,train_00059,0,False,0.7848452,0.7455983,0.3857979502196193,0.3762811127379209,0.61800878477306,0.61800878477306,0.0022269885521382093,0.0008469011262965985
train_00234,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00234.jpg,0,0,0.9999998807907104,1.4813558379955793e-07,0.9999997019767761,234,train_00934,0.9411238,0.0,0.0,train_01176,16.0,0.0,none,train_00934,0,False,0.8262413,0.72096765,0.8162518301610542,0.2240117130307467,0.4206442166910689,0.4206442166910689,1.4813558379955793e-07,8.58231816108098e-08
train_00235,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00235.jpg,1,0,0.999107301235199,0.000892723212018609,0.9982145428657532,235,train_00292,0.8127527,0.0,0.0,train_00217,18.0,0.0,none,train_00292,0,False,0.78786004,0.7750647,0.4158125915080527,0.6207906295754027,0.5021961932650073,0.5021961932650073,0.9991072767879814,0.4964713918224586
train_00236,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00236.jpg,0,0,0.998932421207428,0.0010675457306206226,0.9978649020195007,236,train_01055,0.92236555,0.0,0.0,train_01055,10.0,0.0,none,train_01055,0,False,0.7936202,0.79722774,0.46193265007320644,0.8067349926793558,0.4001464128843337,0.4001464128843337,0.0010675457306206226,0.0006390038808037165
train_00237,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00237.jpg,1,1,0.011946405284106731,0.9880536198616028,0.9761072397232056,237,train_00805,0.83586156,0.0,0.0,train_00010,20.0,0.0,none,train_00805,1,False,0.8197545,0.78639436,0.7423133235724744,0.7093704245973645,0.27086383601756947,0.27086383601756947,0.011946380138397217,0.008502418996346073
train_00238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00238.jpg,1,1,0.01962912827730179,0.9803708791732788,0.9607417583465576,238,train_01035,0.784466,0.0,0.0,train_00794,18.0,0.0,none,train_01035,1,False,0.754732,0.7479861,0.16617862371888725,0.39604685212298685,0.7418740849194729,0.7418740849194729,0.01962912082672119,0.004867871714496224
train_00239,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00239.jpg,0,0,0.9999890327453613,1.0969556569762062e-05,0.9999780654907227,239,train_00077,0.84679806,0.0,0.0,train_00107,20.0,0.0,none,train_00077,0,False,0.82869375,0.780566,0.8330893118594437,0.6661786237188873,0.23367496339677896,0.23367496339677896,1.0969556569762062e-05,8.406061452966655e-06
train_00240,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00240.jpg,0,0,0.9998058676719666,0.00019419484306126833,0.9996116161346436,240,train_00494,0.7884159,0.0,0.0,train_00137,18.0,0.0,none,train_00494,0,False,0.7755991,0.7944905,0.2986822840409956,0.7898975109809663,0.504831625183016,0.504831625183016,0.00019419484306126833,9.612179817612652e-05
train_00241,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00241.jpg,1,0,0.8973450064659119,0.10265505313873291,0.7946898937225342,241,train_00346,0.7545583,0.0,0.0,train_00574,16.0,0.0,none,train_00346,0,False,0.7480811,0.8212242,0.13030746705710103,0.931185944363104,0.5493411420204978,0.5493411420204978,0.8973449468612671,0.3213697710507004
train_00242,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00242.jpg,0,0,0.9999996423721313,3.1971259772944904e-07,0.9999993443489075,242,train_00598,0.9636184,0.0,0.0,train_00857,16.0,0.0,none,train_00598,0,False,0.848509,0.73117,0.9560761346998536,0.28550512445095166,0.3121522693997072,0.3121522693997072,3.1971259772944904e-07,2.1991344060594373e-07
train_00243,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00243.jpg,0,0,0.9999842643737793,1.5736692148493603e-05,0.9999685287475586,243,train_01322,0.8233322,0.0,0.0,train_00031,18.0,0.0,none,train_01322,0,False,0.8156966,0.80737424,0.7079062957540263,0.8667642752562226,0.22855051244509517,0.22855051244509517,1.5736692148493603e-05,1.2139681030774406e-05
train_00244,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00244.jpg,1,1,0.034352052956819534,0.9656479358673096,0.9312958717346191,244,train_01177,0.9785922,0.0,0.25,train_01177,4.0,0.25,phash,train_01177,1,False,0.7885421,0.7531402,0.42020497803806733,0.4355783308931186,0.5736456808199122,0.5736456808199122,0.03435206413269043,0.01363989988461592
train_00245,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00245.jpg,1,1,0.0036070302594453096,0.9963929057121277,0.9927858114242554,245,train_00397,0.8438833,0.0,0.0,train_00106,20.0,0.0,none,train_00397,1,False,0.8047845,0.7385936,0.5900439238653001,0.328696925329429,0.5144948755490484,0.5144948755490484,0.0036070942878723145,0.0017386288213352232
train_00246,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00246.jpg,0,0,0.9996299743652344,0.0003700089582707733,0.9992600083351135,246,train_01265,0.9471279,0.0,0.0,train_00414,20.0,0.0,none,train_01265,1,False,0.8162246,0.74461544,0.7115666178623719,0.3689604685212299,0.42547584187408494,0.42547584187408494,0.0003700089582707733,0.000212421778498349
train_00247,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00247.jpg,0,0,0.9165129065513611,0.0834871381521225,0.8330256938934326,247,train_01359,0.78798425,0.0,0.0,train_00144,20.0,0.0,none,train_01359,0,False,0.74187404,0.79224813,0.09736456808199122,0.7686676427525623,0.6341142020497803,0.6341142020497803,0.0834871381521225,0.025446234413569763
train_00248,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00248.jpg,0,0,0.9838793873786926,0.016120584681630135,0.96775883436203,248,train_00450,0.7511424,0.0,0.0,train_00044,18.0,0.0,none,train_00450,0,False,0.7149007,0.7540382,0.032210834553440704,0.44143484626647145,0.804099560761347,0.804099560761347,0.016120584681630135,0.003056211063849941
train_00249,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00249.jpg,0,0,0.9346059560775757,0.06539405137300491,0.8692119121551514,249,train_01290,0.7521412,0.0,0.0,train_00172,18.0,0.0,none,train_01290,1,False,0.7433242,0.7975383,0.10907759882869693,0.8103953147877013,0.6103953147877013,0.6103953147877013,0.06539405137300491,0.022145632288754366
train_00250,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00250.jpg,0,0,0.9949612617492676,0.005038706120103598,0.9899225831031799,250,train_00950,0.9240672,0.0,0.0,train_00950,10.0,0.0,none,train_00950,0,False,0.7882732,0.8156638,0.41947291361639827,0.9048316251830161,0.38638360175695463,0.38638360175695463,0.005038706120103598,0.003060675014117712
train_00251,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00251.jpg,0,0,0.999961256980896,3.8701091398252174e-05,0.9999225735664368,251,train_00450,0.97106045,0.0,0.0,train_00450,12.0,0.0,none,train_00450,0,False,0.8449252,0.7822849,0.9370424597364568,0.6764275256222547,0.16720351390922406,0.16720351390922406,3.8701091398252174e-05,3.222763746009677e-05
train_00252,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00252.jpg,0,0,0.9273353815078735,0.07266461104154587,0.8546707630157471,252,train_00587,0.810284,0.0,0.0,train_00186,18.0,0.0,none,train_00587,0,False,0.73647016,0.74456376,0.07613469985358712,0.36749633967789164,0.8073206442166911,0.8073206442166911,0.07266461104154587,0.011966220092103444
train_00253,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00253.jpg,1,1,0.015074936673045158,0.9849250912666321,0.9698501825332642,253,train_01231,0.75434446,0.0,0.0,train_00006,18.0,0.0,none,train_01231,1,False,0.7405551,0.70331126,0.09004392386530015,0.1581259150805271,0.8827232796486091,0.8827232796486091,0.01507490873336792,0.001714632912499278
train_00254,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00254.jpg,0,0,0.9887789487838745,0.011221014894545078,0.9775579571723938,254,train_00163,0.84857064,0.0,0.0,train_00267,18.0,0.0,none,train_00163,1,False,0.7639056,0.793638,0.21888726207906295,0.7825768667642753,0.5556368960468521,0.5556368960468521,0.011221014894545078,0.004874304381706796
train_00255,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00255.jpg,1,1,0.0018440124113112688,0.9981560111045837,0.9963120222091675,255,train_01038,0.9767327,0.0,1.0,train_01038,0.0,1.0,phash,train_01038,1,False,0.76990813,0.6281668,0.2591508052708638,0.027818448023426062,0.8333821376281113,0.8333821376281113,0.0018439888954162598,0.00030610838820762146
train_00256,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00256.jpg,0,0,0.9932021498680115,0.006797918118536472,0.9864041805267334,256,train_00447,0.857829,0.0,0.0,train_00020,20.0,0.0,none,train_00447,0,False,0.78407884,0.7706516,0.37554904831625185,0.5790629575402635,0.5430453879941435,0.5430453879941435,0.006797918118536472,0.0030641067979472543
train_00257,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00257.jpg,1,1,0.0012930113589391112,0.9987069368362427,0.9974138736724854,257,train_00943,0.8295432,0.0,0.0,train_01018,10.0,0.0,none,train_00943,1,False,0.8008274,0.68390024,0.5512445095168375,0.10029282576866765,0.6291361639824304,0.6291361639824304,0.0012930631637573242,0.0004783101872994394
train_00258,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00258.jpg,0,0,0.9921261072158813,0.007873844355344772,0.9842523336410522,258,train_00605,0.9965849,0.0,1.0,train_00605,0.0,1.0,phash,train_00605,0,False,0.7738101,0.7711254,0.28330893118594436,0.5841874084919473,0.5963396778916544,0.5963396778916544,0.007873844355344772,0.0031283068187152635
train_00259,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00259.jpg,1,1,0.0027584561612457037,0.9972414970397949,0.9944829940795898,259,train_00381,0.8390542,0.0,0.0,train_00147,18.0,0.0,none,train_00381,1,False,0.8118356,0.73113894,0.6705710102489019,0.2847730600292826,0.48374816983894586,0.48374816983894586,0.002758502960205078,0.0014162255317725692
train_00260,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00260.jpg,0,0,0.999954342842102,4.565993731375784e-05,0.9999086856842041,260,train_01344,0.84241486,0.0,0.0,train_00532,14.0,0.0,none,train_01344,0,False,0.82490826,0.7972187,0.8038067349926794,0.8060029282576867,0.19531478770131772,0.19531478770131772,4.565993731375784e-05,3.673852129156571e-05
train_00261,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00261.jpg,1,0,0.9999746084213257,2.538081753300503e-05,0.9999492168426514,261,train_00159,0.99677694,0.0003086644561390295,0.5625,train_00159,2.0,0.5625,phash,train_00159,0,True,0.84821165,0.7265138,0.9538799414348462,0.2562225475841874,0.3251830161054172,0.3251830161054172,0.999974619182467,0.6747655880205555
train_00262,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00262.jpg,0,0,0.9999836683273315,1.6287971448036842e-05,0.9999673962593079,262,train_00892,0.82182044,0.0,0.0,train_01275,18.0,0.0,none,train_00892,0,False,0.8061398,0.7530222,0.6032210834553441,0.4341142020497804,0.46442166910688143,0.46442166910688143,1.6287971448036842e-05,8.72320014354576e-06
train_00263,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00263.jpg,1,1,0.0006164305377751589,0.9993835687637329,0.9987671375274658,263,train_00198,0.8272775,0.0,0.0,train_00074,20.0,0.0,none,train_00198,1,False,0.80286646,0.6780498,0.5732064421669106,0.0849194729136164,0.6221083455344071,0.6221083455344071,0.0006164312362670898,0.00023265703155053358
train_00264,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00264.jpg,1,1,0.007047739811241627,0.992952287197113,0.9859045743942261,264,train_01049,0.84006035,0.0,0.0,train_00796,18.0,0.0,none,train_01049,1,False,0.83130664,0.79561466,0.8535871156661786,0.7986822840409956,0.16837481698389456,0.16837481698389456,0.007047712802886963,0.005778441378485431
train_00265,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00265.jpg,0,1,0.4231984317302704,0.5768015384674072,0.15360307693481445,265,train_01203,0.8608406,0.0,0.0,train_00050,16.0,0.0,none,train_01203,0,False,0.8004897,0.8057202,0.5483162518301611,0.8609077598828697,0.32664714494875546,0.32664714494875546,0.5768015384674072,0.05965804692823159
train_00266,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00266.jpg,0,0,0.9995381832122803,0.00046188561827875674,0.999076247215271,266,train_00911,0.9486097,0.0,0.5625,train_00911,2.0,0.5625,phash,train_00911,0,False,0.8082665,0.69098854,0.6281112737920937,0.1171303074670571,0.5762811127379209,0.5762811127379209,0.00046188561827875674,0.00019552887287580616
train_00267,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00267.jpg,0,0,0.9866837859153748,0.01331624947488308,0.9733675122261047,267,train_00143,0.78083867,0.0,0.0,train_00175,18.0,0.0,none,train_00143,0,False,0.75389254,0.8278618,0.1595900439238653,0.9546120058565154,0.5224011713030746,0.5224011713030746,0.01331624947488308,0.00619044718623971
train_00268,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00268.jpg,1,1,0.08425389975309372,0.9157460927963257,0.8314921855926514,268,train_00805,0.7615503,0.0,0.0,train_00178,18.0,0.0,none,train_00805,1,False,0.7426733,0.74154294,0.10468521229868229,0.3462664714494876,0.7986822840409956,0.7986822840409956,0.08425390720367432,0.014103607611649697
train_00269,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00269.jpg,0,0,0.9983773231506348,0.0016226581064984202,0.9967547059059143,269,train_00494,0.81255907,0.0,0.0,train_00140,20.0,0.0,none,train_00494,0,False,0.7593845,0.7858285,0.19326500732064422,0.7049780380673499,0.6020497803806735,0.6020497803806735,0.0016226581064984202,0.000643641542889393
train_00270,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00270.jpg,0,0,0.9457617402076721,0.05423822999000549,0.891523540019989,270,train_00592,0.9475827,0.0,0.0,train_00592,10.0,0.0,none,train_00592,0,False,0.7428996,0.79796374,0.1061493411420205,0.8118594436310396,0.6115666178623719,0.6115666178623719,0.05423822999000549,0.01878256366177915
train_00271,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00271.jpg,0,0,0.9960379600524902,0.003962040413171053,0.9920759201049805,271,train_00390,0.79055303,0.0,0.0,train_00800,18.0,0.0,none,train_00390,0,False,0.7580923,0.79177535,0.18740849194729137,0.7635431918008785,0.5821376281112738,0.5821376281112738,0.003962040413171053,0.001642468596114855
train_00272,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00272.jpg,1,1,0.014551598578691483,0.98544842004776,0.97089684009552,272,train_01150,0.7878647,0.0,0.0,train_00467,18.0,0.0,none,train_01150,1,False,0.77940094,0.77234244,0.3323572474377745,0.595900439238653,0.5622254758418741,0.5622254758418741,0.01455157995223999,0.0061849148099767355
train_00273,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00273.jpg,1,1,0.00637998478487134,0.993619978427887,0.9872399568557739,273,train_00299,0.7583493,0.0,0.0,train_01295,18.0,0.0,none,train_00299,1,False,0.737143,0.66166973,0.07906295754026355,0.055636896046852125,0.930307467057101,0.930307467057101,0.006380021572113037,0.00043896623974783156
train_00274,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00274.jpg,0,0,0.9999995231628418,5.048420916864416e-07,0.9999989867210388,274,train_01142,0.99533653,0.0,1.0,train_01142,0.0,1.0,phash,train_01142,0,False,0.8559182,0.7638931,0.9816983894582724,0.5204978038067349,0.20278184480234263,0.20278184480234263,5.048420916864416e-07,4.024688731867366e-07
train_00275,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00275.jpg,0,0,0.9999936819076538,6.266599939408479e-06,0.9999874830245972,275,train_00534,0.822718,0.0,0.0,train_00457,18.0,0.0,none,train_00534,0,False,0.8117145,0.78913736,0.6676427525622255,0.7357247437774525,0.3051244509516837,0.3051244509516837,6.266599939408479e-06,4.3544525683046814e-06
train_00276,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00276.jpg,0,0,0.9943891167640686,0.005610887426882982,0.9887782335281372,276,train_00699,0.97964996,0.0,1.0,train_00699,0.0,1.0,phash,train_00699,0,False,0.82745373,0.85093415,0.8243045387994143,0.9956076134699854,0.10717423133235726,0.10717423133235726,0.005610887426882982,0.004953328937042817
train_00277,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00277.jpg,0,0,0.9988099336624146,0.0011900197714567184,0.9976199865341187,277,train_00897,0.96295786,0.0,0.0,train_00897,10.0,0.0,none,train_00897,0,False,0.8187622,0.8255421,0.7313323572474377,0.9480234260614934,0.18199121522694006,0.18199121522694006,0.0011900197714567184,0.0009711298110243975
train_00278,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00278.jpg,1,1,0.005369203630834818,0.9946308135986328,0.9892616271972656,278,train_00898,0.85000145,0.0,0.0,train_00506,18.0,0.0,none,train_00898,1,False,0.8192793,0.7683715,0.7357247437774525,0.5578330893118595,0.3354319180087848,0.3354319180087848,0.0053691864013671875,0.003529873355140299
train_00279,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00279.jpg,1,1,0.01464401837438345,0.9853559136390686,0.9707118272781372,279,train_00533,0.83715856,0.0,0.0,train_00049,18.0,0.0,none,train_00533,1,False,0.8148494,0.7762039,0.6998535871156661,0.6303074670571011,0.3279648609077599,0.3279648609077599,0.014644086360931396,0.009553105730716691
train_00280,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00280.jpg,1,0,0.9845578074455261,0.015442159958183765,0.969115674495697,280,train_00207,0.7865779,0.0,0.0,train_00953,14.0,0.0,none,train_00207,0,False,0.75427365,0.81019425,0.1617862371888726,0.8792093704245973,0.5512445095168375,0.5512445095168375,0.9845578400418162,0.42818024655732706
train_00281,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00281.jpg,0,0,0.8807740211486816,0.11922598630189896,0.7615480422973633,281,train_01193,0.7974603,0.0,0.0,train_00442,20.0,0.0,none,train_01193,1,False,0.76404494,0.8489715,0.22035139092240116,0.9941434846266471,0.47013177159590036,0.47013177159590036,0.11922598630189896,0.0481100833478455
train_00282,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00282.jpg,1,1,0.00014654664846602827,0.9998533725738525,0.9997067451477051,282,train_00463,0.84226465,0.0,0.0,train_00257,16.0,0.0,none,train_00463,1,False,0.8175225,0.69433,0.719619326500732,0.12664714494875548,0.5175695461200587,0.5175695461200587,0.00014662742614746094,7.071679162196979e-05
train_00283,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00283.jpg,0,0,0.9998550415039062,0.000144916120916605,0.9997101426124573,283,train_00812,0.9635214,0.0,0.25,train_00812,4.0,0.25,phash,train_00812,0,False,0.85043985,0.8257589,0.9670571010248902,0.9502196193265008,0.03967789165446556,0.03967789165446556,0.000144916120916605,0.00013912581643383396
train_00284,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00284.jpg,1,1,0.00041150939068757,0.9995885491371155,0.999177098274231,284,train_00140,0.93648046,0.0,0.0,train_00301,20.0,0.0,none,train_00140,1,False,0.85049534,0.719682,0.9685212298682284,0.22035139092240116,0.33074670571010256,0.33074670571010256,0.0004114508628845215,0.00027513824721737143
train_00285,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00285.jpg,1,1,0.0044227661564946175,0.9955772161483765,0.9911544322967529,285,train_01079,0.8560641,0.0,0.0,train_01362,18.0,0.0,none,train_01079,1,False,0.8292238,0.75043285,0.8367496339677891,0.41215226939970717,0.33308931185944357,0.33308931185944357,0.004422783851623535,0.002923510919369219
train_00286,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00286.jpg,1,1,0.0026234639808535576,0.997376561164856,0.9947531223297119,286,train_00158,0.8740416,0.0,0.0,train_00823,18.0,0.0,none,train_00158,1,False,0.83507526,0.7102072,0.8784773060029283,0.1800878477306003,0.4008784773060029,0.4008784773060029,0.002623438835144043,0.0015635118441394273
train_00287,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00287.jpg,0,0,0.9643598794937134,0.03564007207751274,0.9287198781967163,287,train_00650,0.95331377,0.0,0.0,train_00650,16.0,0.0,none,train_00650,0,False,0.8041841,0.7719627,0.5834553440702782,0.5907759882869692,0.4136163982430454,0.4136163982430454,0.03564007207751274,0.019409088113029726
train_00288,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00288.jpg,0,0,0.999853253364563,0.00014666772040072829,0.9997066855430603,288,train_00060,0.9997163,0.8345290966996153,1.0,train_00060,0.0,1.0,phash,train_00060,0,False,0.8136202,0.7555077,0.6852122986822841,0.45973645680819913,0.4049780380673499,0.4049780380673499,0.00014666772040072829,8.724491704139143e-05
train_00289,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00289.jpg,0,0,0.9998223185539246,0.0001776619319571182,0.9996446967124939,289,train_01024,0.8123945,0.0,0.0,train_00923,18.0,0.0,none,train_01024,0,False,0.79543763,0.78570795,0.4890190336749634,0.7035139092240117,0.4251830161054173,0.4251830161054173,0.0001776619319571182,0.00010208681120877863
train_00290,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00290.jpg,1,1,0.018716415390372276,0.9812836050987244,0.9625672101974487,290,train_01171,0.7863533,0.0,0.0,train_00538,16.0,0.0,none,train_01171,1,False,0.7629508,0.7457948,0.2144948755490483,0.37994143484626647,0.7193265007320644,0.7193265007320644,0.018716394901275635,0.00505655426706707
train_00291,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00291.jpg,0,0,0.9999934434890747,6.540512003994081e-06,0.9999869465827942,291,train_00413,0.8064644,0.0,0.0,train_00006,16.0,0.0,none,train_00413,0,False,0.7851673,0.75687885,0.38872620790629575,0.47291361639824303,0.5775988286969254,0.5775988286969254,6.540512003994081e-06,2.7626838684730325e-06
train_00292,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00292.jpg,0,0,0.9945675134658813,0.005432458594441414,0.9891350865364075,292,train_01108,0.81816447,0.0,0.0,train_00173,20.0,0.0,none,train_01108,0,False,0.78477687,0.7817662,0.383601756954612,0.6742313323572474,0.5001464128843338,0.5001464128843338,0.005432458594441414,0.002685930960783153
train_00293,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00293.jpg,0,0,0.999947190284729,5.285436418489553e-05,0.9998943209648132,293,train_00303,0.960103,0.0,0.0,train_00303,12.0,0.0,none,train_00303,0,False,0.85030544,0.77071345,0.9663250366032211,0.5805270863836017,0.18799414348462662,0.18799414348462662,5.285436418489553e-05,4.29135177220709e-05
train_00294,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00294.jpg,0,0,0.9997267127037048,0.0002732872380875051,0.9994534254074097,294,train_00344,0.81132805,0.0,0.0,train_00001,22.0,0.0,none,train_00344,0,False,0.79877806,0.78875124,0.5300146412884333,0.7313323572474377,0.3894582723279649,0.3894582723279649,0.0002732872380875051,0.00016676206473869486
train_00295,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00295.jpg,0,0,0.8330847024917603,0.16691529750823975,0.6661694049835205,295,train_00302,0.80766886,0.0,0.0,train_00298,18.0,0.0,none,train_00302,1,False,0.7774566,0.8462436,0.31259150805270863,0.9919472913616398,0.4156661786237188,0.4156661786237188,0.16691529750823975,0.06497433571230339
train_00296,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00296.jpg,1,1,0.04387089982628822,0.9561290740966797,0.9122581481933594,296,train_00949,0.8386798,0.0,0.0,train_00252,18.0,0.0,none,train_00949,1,False,0.81532156,0.81809103,0.7049780380673499,0.91800878477306,0.2098096632503661,0.2098096632503661,0.04387092590332031,0.03162468918612291
train_00297,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00297.jpg,1,1,0.006515208166092634,0.9934847950935364,0.9869695901870728,297,train_00531,0.85877216,0.0,0.0,train_00531,16.0,0.0,none,train_00531,1,False,0.79593146,0.7352606,0.4978038067349927,0.3089311859443631,0.5777452415812592,0.5777452415812592,0.006515204906463623,0.0027152286225528
train_00298,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00298.jpg,1,0,0.9483550190925598,0.051645003259181976,0.8967099785804749,298,train_00049,0.7667305,0.0,0.0,train_00295,18.0,0.0,none,train_00049,0,False,0.74780846,0.820284,0.1273792093704246,0.9267935578330894,0.5528550512445095,0.5528550512445095,0.948354996740818,0.3802517911330014
train_00299,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00299.jpg,1,1,0.0020271469838917255,0.9979729056358337,0.9959458112716675,299,train_00926,0.8369596,0.0,0.0,train_00198,18.0,0.0,none,train_00926,1,False,0.792699,0.73422587,0.4560761346998536,0.30161054172767204,0.605710102489019,0.605710102489019,0.0020270943641662598,0.0007960224667395209
train_00300,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00300.jpg,0,0,0.9999197721481323,8.017740037757903e-05,0.9998396635055542,300,train_00599,0.82670635,0.0,0.0,train_00060,16.0,0.0,none,train_00599,0,False,0.81317294,0.78864974,0.6808199121522694,0.7291361639824304,0.2998535871156661,0.2998535871156661,8.017740037757903e-05,5.612691863224495e-05
